31	2652
231	1482
431	8016
631	-7289
831	1630
1031	2314
1231	-116
1431	36242
1631	2012
1831	-1208
2031	-2254
2231	-2697
2431	-1393
2631	-1355
2831	1114
3031	-1968
3231	-4293
3431	-3554
3631	-2451
3831	5047
4031	6370
4231	-4665
4431	3058
4631	-3508
4831	3533
5031	-1311
5231	-16312
5431	-3238
5631	-4283
5831	-1549
6031	-498
6231	147
6431	-85
6631	-7162
6831	1025
7031	2944
7231	1736
7431	-183
7631	4227
7831	-2166
8031	10591
8231	8822
8431	-904
8631	-929
8831	-776
9031	-1984
9231	6522
9431	352
9631	-747
9831	32893
10031	1783
10231	2035
10431	-452
10631	-2656
10831	-1520
11031	3853
11231	985
11431	308
11631	-2138
11831	297
12031	-2716
12231	-175
12431	-6131
12631	-517
12831	-2657
13031	-76
13231	-2150
13431	-325
13631	1080
13831	-651
14031	-1315
14231	-3981
14431	-2120
14631	2441
14831	-350
15031	-2223
15231	223
15431	13921
15631	-4242
15831	-631
16031	-3254
16231	-2336
16431	4418
16631	-3684
16831	-1511
17031	1828
17231	2462
17431	5989
17631	355
17831	6785
18031	2258
18231	-1597
18431	1257
18631	-195
18831	-1470
19031	-1500
19231	2525
19431	-13576
19631	-1549
19831	-3860
20031	-1538
20231	-1967
20431	344
20631	-2013
20831	-4934
21031	915
21231	269
21431	-2421
21631	-133
21831	-364
22031	-5385
22231	-157
22431	-489
22631	598
22831	-899
23031	-132
23231	-341
23431	631
23631	47919
23831	-597
24031	256
24231	-4682
24431	2237
24631	-1679
24831	-761
25031	1060
25231	16837
25431	-2048
25631	-4530
25831	1366
26031	-12054
26231	-1012
26431	-1701
26631	796
26831	638
27031	-526
27231	4035
27431	-1907
27631	426
27831	-244
28031	-733
28231	1496
28431	-3883
28631	-4722
28831	-777
29031	527
29231	236
29431	1305
29631	-1261
29831	-217
30031	-8619
30231	1556
30431	-3548
30631	-930
30831	1811
31031	-1031
31231	1898
31431	-791
31631	-1275
31831	-445
32031	-918
32231	44928
32431	-2552
32631	-8726
32831	15575
33031	-9922
33231	1603
33431	9
33631	4961
33831	-1417
34031	-825
34231	-2928
34431	-1845
34631	-2286
34831	-1331
35031	-486
35231	12388
35431	-74
35631	-385
35831	-1308
36031	4895
36231	-936
36431	260
36631	1489
36831	-1078
37031	-94
37231	-10397
37431	-5477
37631	-2725
37831	3988
38031	-398
38231	-1421
38431	681
38631	-173
38831	-2470
39031	1449
39231	-32
39431	-2314
39631	1498
39831	1791
40031	-352
40231	-3463
40431	118
40631	-208
40831	3612
41031	52
41231	-1366
41431	10054
41631	2946
41831	-1170
42031	2217
42231	750
42431	2886
42631	-4907
42831	1956
43031	1792
43231	-860
43431	-1570
43631	-1290
43831	2774
44031	-1296
44231	941
44431	1629
44631	-4162
44831	-770
45031	-1611
45231	1583
45431	-558
45631	-1457
45831	-482
46031	6030
46231	-303
46431	-739
46631	-1829
46831	335
47031	-2140
47231	-119
47431	745
47631	-1946
47831	1751
48031	-2311
48231	1677
48431	-1511
48631	90
48831	-3109
49031	169
49231	-1466
49431	1298
49631	-1610
49831	4500
50031	851
50231	3243
50431	14988
50631	2153
50831	1879
51031	-1899
51231	-1394
51431	4220
51631	7940
51831	2171
52031	-1957
52231	51786
52431	-167
52631	-646
52831	722
53031	601
53231	14825
53431	-1249
53631	-983
53831	-1789
54031	2006
54231	4039
54431	-1554
54631	1742
54831	-20182
55031	1559
55231	214
55431	-2257
55631	1730
55831	950
56031	-6575
56231	-819
56431	-1073
56631	2674
56831	-1600
57031	402
57231	17162
57431	-8298
57631	-1777
57831	3673
58031	1562
58231	4104
58431	2329
58631	-2421
58831	483
59031	3571
59231	-1071
59431	-1608
59631	-3608
59831	390
60031	132
60231	-1241
60431	15663
60631	-2834
60831	-3469
61031	1489
61231	69
61431	2082
61631	-1271
61831	-5585
62031	2167
62231	-465
62431	1438
62631	1555
62831	2851
63031	-1530
63231	-1500
63431	6
63631	527
63831	-985
64031	-322
64231	3507
64431	-816
64631	1841
64831	753
65031	-235
65231	117
65431	-496
65631	-1190
65831	327
66031	-1010
66231	-1225
66431	-254
66631	-1273
66831	-1026
67031	-1323
67231	8194
67431	-3709
67631	907
67831	737
68031	-45
68231	5270
68431	-2149
68631	2426
68831	-1207
69031	-1661
69231	-289
69431	-2495
69631	-2292
69831	-448
70031	-96
70231	570
70431	-798
70631	-620
70831	-1089
71031	1107
71231	-190
71431	32
71631	1897
71831	-1078
72031	-10720
72231	1645
72431	5307
72631	1742
72831	6172
73031	-1389
73231	-866
73431	-472
73631	-1423
73831	707
74031	-2308
74231	1083
74431	124
74631	-44
74831	961
75031	-1813
75231	3255
75431	-1027
75631	1055
75831	3500
76031	1332
76231	-3233
76431	4975
76631	1002
76831	344
77031	2649
77231	-809
77431	4176
77631	709
77831	333
78031	1112
78231	-5180
78431	1001
78631	-767
78831	-3749
79031	-1166
79231	7075
79431	-154
79631	-244
79831	-966
80031	-3930
80231	-228
80431	2684
80631	8617
80831	-3244
81031	261
81231	1463
81431	3747
81631	-1384
81831	1117
82031	-1093
82231	-1992
82431	-1367
82631	-797
82831	1923
83031	-313
83231	2005
83431	1217
83631	-1209
83831	1160
84031	632
84231	5274
84431	-530
84631	-593
84831	75
85031	514
85231	251
85431	-3382
85631	-1414
85831	452
86031	-4750
86231	-3034
86431	-1207
86631	-908
86831	-1511
87031	50
87231	-1111
87431	-1042
87631	-291
87831	366
88031	-313
88231	-1959
88431	-587
88631	-553
88831	-672
89031	1076
89231	-1230
89431	-1815
89631	-2347
89831	1674
90031	-1277
90231	4770
90431	3314
90631	-2594
90831	-369
91031	441
91231	2192
91431	-7810
91631	97
91831	-1681
92031	-4885
92231	-672
92431	6434
92631	367
92831	-2660
93031	-1464
93231	-739
93431	14050
93631	846
93831	6558
94031	-16
94231	15480
94431	-451
94631	-535
94831	1505
95031	543
95231	3871
95431	599
95631	-2284
95831	-8063
96031	-1690
96231	1501
96431	233
96631	-3687
96831	5826
97031	-863
97231	5996
97431	-4524
97631	-426
97831	4800
98031	-783
98231	-1018
98431	-3885
98631	1298
98831	-7778
99031	408
99231	-1278
99431	-734
99631	-22085
99831	-8289
100031	189
100231	-1358
100431	566
100631	1931
100831	-807
101031	837
101231	2696
101431	-1021
101631	-641
101831	-2536
102031	-3859
102231	1
102431	-21221
102631	-14990
102831	12058
103031	-966
103231	-694
103431	-2010
103631	-730
103831	-4689
104031	-1420
104231	1305
104431	-2102
104631	-1992
104831	-3748
105031	-114
105231	-618
105431	864
105631	-4080
105831	802
106031	-854
106231	-1290
106431	61
106631	-6025
106831	-5532
107031	-661
107231	-1620
107431	22295
107631	1560
107831	1743
108031	16424
108231	-2840
108431	-1112
108631	-720
108831	1414
109031	1362
109231	754
109431	2223
109631	-12058
109831	2925
110031	-7472
110231	905
110431	-2455
110631	-1691
110831	706
111031	-58
111231	484
111431	752
111631	2597
111831	-2348
112031	6521
112231	357
112431	196
112631	3965
112831	-990
113031	5329
113231	-1080
113431	-5774
113631	1886
113831	13
114031	-2673
114231	-2608
114431	427
114631	-1873
114831	255
115031	-315
115231	-721
115431	484
115631	-2684
115831	2368
116031	-24866
116231	-998
116431	196
116631	4663
116831	-174
117031	1288
117231	-2485
117431	325
117631	-2621
117831	-775
118031	-723
118231	2758
118431	-3498
118631	-1366
118831	-41
119031	-461
119231	0
119431	0
119631	733
119831	84
120031	-2055
120231	-1717
120431	-187
120631	-806
120831	-372
121031	1622
121231	7059
121431	-3185
121631	-315
121831	186
122031	-1918
122231	-625
122431	-3204
122631	-1312
122831	1660
123031	-1801
123231	-1075
123431	191
123631	-336
123831	70
124031	5805
124231	-6094
124431	-2744
124631	5507
124831	1893
125031	1074
125231	-2001
125431	47771
125631	-598
125831	-1021
126031	-97
126231	2237
126431	-8366
126631	-193
126831	2658
127031	163
127231	-605
127431	-1259
127631	-32
127831	-572
128031	635
128231	-1811
128431	-798
128631	-1168
128831	-113
129031	-1386
129231	1298
129431	22
129631	4380
129831	3998
130031	374
130231	-666
130431	5642
130631	1300
130831	-528
131031	736
131231	-1376
131431	3963
131631	1116
131831	2895
132031	549
132231	-434
132431	367
132631	-1962
132831	965
133031	-2444
133231	-991
133431	-1917
133631	-82
133831	1403
134031	748
134231	-51
134431	560
134631	698
134831	-77
135031	-189
135231	2709
135431	420
135631	-1012
135831	-1634
136031	949
136231	-125
136431	487
136631	-1397
136831	-450
137031	-425
137231	1575
137431	-1502
137631	470
137831	-977
138031	2423
138231	546
138431	-2977
138631	174
138831	-985
139031	235
139231	1225
139431	-27422
139631	-2854
139831	2205
140031	6278
140231	632
140431	-1115
140631	-32
140831	408
141031	-10
141231	-3490
141431	674
141631	-1343
141831	7537
142031	-1221
142231	-252
142431	2429
142631	2532
142831	663
143031	1047
143231	-27416
143431	671
143631	2489
143831	624
144031	1605
144231	-966
144431	542
144631	-2098
144831	459
145031	-1612
145231	-1781
145431	-1124
145631	-363
145831	-126
146031	426
146231	-2131
146431	-1517
146631	581
146831	17006
147031	-766
147231	-6305
147431	-147
147631	4560
147831	-508
148031	-3978
148231	288
148431	1748
148631	3229
148831	1593
149031	4172
149231	-3928
149431	-315
149631	2529
149831	-5232
150031	3561
150231	5804
150431	-4077
150631	-6583
150831	-1375
151031	2139
151231	614
151431	-2056
151631	6
151831	-678
152031	2113
152231	4789
152431	-924
152631	-11058
152831	378
153031	-361
153231	481
153431	9566
153631	167
153831	661
154031	8107
154231	-322
154431	387
154631	-2138
154831	96
155031	-493
155231	2415
155431	-1211
155631	1225
155831	2420
156031	-417
156231	2009
156431	-1183
156631	-1063
156831	-754
157031	-379
157231	2610
157431	-788
157631	1289
157831	-601
158031	-2228
158231	-3280
158431	650
158631	3477
158831	-2248
159031	-1324
159231	5353
159431	-221
159631	-435
159831	-226
160031	-1301
160231	-2620
160431	158
160631	-58
160831	-261
161031	-1227
161231	-2905
161431	-309
161631	-1673
161831	-3666
162031	1406
162231	-830
162431	-1539
162631	-711
162831	-2686
163031	-1673
163231	-1796
163431	1254
163631	613
163831	-940
164031	-1870
164231	-262
164431	-870
164631	-2368
164831	971
165031	637
165231	-2298
165431	-141
165631	-211
165831	-1779
166031	-2092
166231	-228
166431	-2578
166631	-1925
166831	-803
167031	1568
167231	-609
167431	-3152
167631	-466
167831	-849
168031	3633
168231	620
168431	1965
168631	-2851
168831	1081
169031	-1279
169231	-1279
169431	-1714
169631	-512
169831	1783
170031	-1896
170231	-35
170431	294
170631	-1212
170831	-235
171031	-2786
171231	-1348
171431	216
171631	164
171831	-2851
172031	2353
172231	-406
172431	167
172631	-1334
172831	2332
173031	2430
173231	-97
173431	-1065
173631	-7094
173831	-2982
174031	-733
174231	29763
174431	3741
174631	444
174831	-1075
175031	-928
175231	602
175431	1770
175631	685
175831	-1944
176031	288
176231	2620
176431	-150
176631	736
176831	-701
177031	39
177231	-762
177431	-236
177631	-386
177831	-262
178031	331
178231	-1057
178431	-922
178631	-2191
178831	1492
179031	4142
